,layer1
2013-10-12,0.29864
2013-10-13,0.29697
2013-10-14,0.31562
2013-10-15,0.31066
2013-10-16,0.30115
2013-10-17,0.29404
2013-10-18,0.28897
2013-10-19,0.28102
2013-10-20,0.27471
2013-10-21,0.26818
2013-10-22,0.262
2013-10-23,0.25541
2013-10-24,0.25204
2013-10-25,0.24926
2013-10-26,0.24208
2013-10-27,0.23418
2013-10-28,0.22727
2013-10-29,0.24345
2013-10-30,0.24973
2013-10-31,0.24791
2013-11-01,0.24767
2013-11-02,0.25155
2013-11-03,0.25585
2013-11-04,0.25547
2013-11-05,0.25446
2013-11-06,0.25252
2013-11-07,0.25195
2013-11-08,0.26053
2013-11-09,0.26681
2013-11-10,0.26968
2013-11-11,0.26953
2013-11-12,0.26821
2013-11-13,0.26698
2013-11-14,0.26906
2013-11-15,0.26581
2013-11-16,0.26569
2013-11-17,0.26518
2013-11-18,0.26475
2013-11-19,0.2722
2013-11-20,0.28294
2013-11-21,0.30261
2013-11-22,0.29457
2013-11-23,0.29028
2013-11-24,0.28676
2013-11-25,0.28548
2013-11-26,0.28568
2013-11-27,0.28852
2013-11-28,0.29538
2013-11-29,0.29879
2013-11-30,0.29736
2013-12-01,0.29607
2013-12-02,0.29305
2013-12-03,0.29576
2013-12-04,0.29358
2013-12-05,0.28982
2013-12-06,0.2863
2013-12-07,0.28499
2013-12-08,0.28353
2013-12-09,0.28225
2013-12-10,0.28152
2013-12-11,0.28094
2013-12-12,0.28105
2013-12-13,0.28126
2013-12-14,0.27996
2013-12-15,0.27788
2013-12-16,0.27761
2013-12-17,0.27785
2013-12-18,0.27829
2013-12-19,0.27847
2013-12-20,0.27824
2013-12-21,0.27791
2013-12-22,0.27727
2013-12-23,0.27695
2013-12-24,0.2763
2013-12-25,0.2752
2013-12-26,0.27482
2013-12-27,0.27511
2013-12-28,0.27516
2013-12-29,0.27439
2013-12-30,0.27341
2013-12-31,0.27294
2014-01-01,0.27269
2014-01-02,0.27295
2014-01-03,0.27237
2014-01-04,0.27303
2014-01-05,0.27343
2014-01-06,0.27355
2014-01-07,0.27315
2014-01-08,0.27283
2014-01-09,0.27246
2014-01-10,0.27254
2014-01-11,0.27075
2014-01-12,0.27133
2014-01-13,0.27073
2014-01-14,0.26957
2014-01-15,0.2682
2014-01-16,0.26571
2014-01-17,0.26674
2014-01-18,0.26803
2014-01-19,0.26846
2014-01-20,0.26842
2014-01-21,0.26797
2014-01-22,0.26771
2014-01-23,0.26836
2014-01-24,0.26898
2014-01-25,0.2697
2014-01-26,0.2703
2014-01-27,0.27022
2014-01-28,0.26998
2014-01-29,0.2696
2014-01-30,0.26926
2014-01-31,0.27044
2014-02-01,0.2694
2014-02-02,0.26902
2014-02-03,0.26698
2014-02-04,0.26757
2014-02-05,0.26664
2014-02-06,0.26677
2014-02-07,0.26711
2014-02-08,0.2673
2014-02-09,0.27161
2014-02-10,0.27945
2014-02-11,0.27874
2014-02-12,0.27742
2014-02-13,0.2825
2014-02-14,0.29017
2014-02-15,0.33753
2014-02-16,0.35106
2014-02-17,0.34436
2014-02-18,0.33344
2014-02-19,0.32884
2014-02-20,0.32356
2014-02-21,0.31929
2014-02-22,0.31577
2014-02-23,0.31466
2014-02-24,0.31904
2014-02-25,0.32082
2014-02-26,0.3228
2014-02-27,0.32564
2014-02-28,0.3316
2014-03-01,0.33125
2014-03-02,0.3304
2014-03-03,0.32678
2014-03-04,0.33399
2014-03-05,0.33065
2014-03-06,0.32859
2014-03-07,0.34675
2014-03-08,0.33884
2014-03-09,0.33313
2014-03-10,0.33283
2014-03-11,0.34723
2014-03-12,0.33899
2014-03-13,0.3326
2014-03-14,0.32952
2014-03-15,0.32651
2014-03-16,0.32178
2014-03-17,0.31857
2014-03-18,0.31573
2014-03-19,0.31334
2014-03-20,0.30859
2014-03-21,0.30528
2014-03-22,0.30282
2014-03-23,0.30003
2014-03-24,0.29461
2014-03-25,0.29248
2014-03-26,0.29382
2014-03-27,0.29613
2014-03-28,0.2988
2014-03-29,0.29661
2014-03-30,0.30706
2014-03-31,0.32013
2014-04-01,0.31593
2014-04-02,0.31646
2014-04-03,0.31299
2014-04-04,0.31106
2014-04-05,0.30807
2014-04-06,0.30787
2014-04-07,0.30803
2014-04-08,0.32328
2014-04-09,0.35615
2014-04-10,0.36915
2014-04-11,0.37847
2014-04-12,0.38066
2014-04-13,0.37956
2014-04-14,0.36535
2014-04-15,0.35299
2014-04-16,0.34575
2014-04-17,0.3407
2014-04-18,0.36148
2014-04-19,0.37307
2014-04-20,0.37662
2014-04-21,0.37509
2014-04-22,0.37699
2014-04-23,0.37477
2014-04-24,0.36124
2014-04-25,0.36413
2014-04-26,0.39142
2014-04-27,0.39139
2014-04-28,0.37431
2014-04-29,0.36545
2014-04-30,0.35622
2014-05-01,0.35307
2014-05-02,0.36821
2014-05-03,0.3712
2014-05-04,0.36477
2014-05-05,0.36269
2014-05-06,0.36378
2014-05-07,0.3646
2014-05-08,0.3806
2014-05-09,0.38282
2014-05-10,0.39742
2014-05-11,0.38626
2014-05-12,0.38
2014-05-13,0.37691
2014-05-14,0.37676
2014-05-15,0.37235
2014-05-16,0.36472
2014-05-17,0.35934
2014-05-18,0.34799
2014-05-19,0.33994
2014-05-20,0.33543
2014-05-21,0.32972
2014-05-22,0.31553
2014-05-23,0.30462
2014-05-24,0.31492
2014-05-25,0.31071
2014-05-26,0.29791
2014-05-27,0.28639
2014-05-28,0.2764
2014-05-29,0.27347
2014-05-30,0.26865
2014-05-31,0.26312
2014-06-01,0.2657
2014-06-02,0.25938
2014-06-03,0.25258
2014-06-04,0.24784
2014-06-05,0.24329
2014-06-06,0.23739
2014-06-07,0.23543
2014-06-08,0.23056
2014-06-09,0.22866
2014-06-10,0.22367
2014-06-11,0.22074
2014-06-12,0.21911
2014-06-13,0.21483
2014-06-14,0.21383
2014-06-15,0.22395
2014-06-16,0.22374
2014-06-17,0.26318
2014-06-18,0.29749
2014-06-19,0.29073
2014-06-20,0.27067
2014-06-21,0.25744
2014-06-22,0.24683
2014-06-23,0.23847
2014-06-24,0.23114
2014-06-25,0.22586
2014-06-26,0.22515
2014-06-27,0.27482
2014-06-28,0.28844
2014-06-29,0.26867
2014-06-30,0.25252
2014-07-01,0.2424
2014-07-02,0.23443
2014-07-03,0.23004
2014-07-04,0.23494
2014-07-05,0.23281
2014-07-06,0.22438
2014-07-07,0.21631
2014-07-08,0.20917
2014-07-09,0.20452
2014-07-10,0.20458
2014-07-11,0.21182
2014-07-12,0.2258
2014-07-13,0.21817
2014-07-14,0.21014
2014-07-15,0.20759
2014-07-16,0.20128
2014-07-17,0.19406
2014-07-18,0.18997
2014-07-19,0.18414
2014-07-20,0.1817
2014-07-21,0.18538
2014-07-22,0.18145
2014-07-23,0.17814
2014-07-24,0.17505
2014-07-25,0.17401
2014-07-26,0.17136
2014-07-27,0.16891
2014-07-28,0.16618
2014-07-29,0.20222
2014-07-30,0.31102
2014-07-31,0.31196
2014-08-01,0.28151
2014-08-02,0.26081
2014-08-03,0.24903
2014-08-04,0.26401
2014-08-05,0.32675
2014-08-06,0.34043
2014-08-07,0.323
2014-08-08,0.31179
2014-08-09,0.30059
2014-08-10,0.28407
2014-08-11,0.27201
2014-08-12,0.26606
2014-08-13,0.26821
2014-08-14,0.29008
2014-08-15,0.27586
2014-08-16,0.26197
2014-08-17,0.2502
2014-08-18,0.24019
2014-08-19,0.23519
2014-08-20,0.24041
2014-08-21,0.24314
2014-08-22,0.24718
2014-08-23,0.30285
2014-08-24,0.30734
2014-08-25,0.29319
2014-08-26,0.29917
2014-08-27,0.30732
2014-08-28,0.31999
2014-08-29,0.29742
2014-08-30,0.28582
2014-08-31,0.28997
2014-09-01,0.28242
2014-09-02,0.27188
2014-09-03,0.25835
2014-09-04,0.24695
2014-09-05,0.24482
2014-09-06,0.24148
2014-09-07,0.23853
2014-09-08,0.23403
2014-09-09,0.2567
2014-09-10,0.28646
2014-09-11,0.27145
2014-09-12,0.26357
2014-09-13,0.25562
2014-09-14,0.24483
2014-09-15,0.23501
2014-09-16,0.22741
2014-09-17,0.22057
2014-09-18,0.21622
2014-09-19,0.21922
2014-09-20,0.21777
2014-09-21,0.21703
2014-09-22,0.23977
2014-09-23,0.24933
2014-09-24,0.23787
2014-09-25,0.22528
2014-09-26,0.21553
2014-09-27,0.22642
2014-09-28,0.38599
2014-09-29,0.40466
2014-09-30,0.40132
2014-10-01,0.40186
2014-10-02,0.38203
2014-10-03,0.36667
2014-10-04,0.35435
2014-10-05,0.34306
2014-10-06,0.33261
2014-10-07,0.32346
2014-10-08,0.31467
2014-10-09,0.30784
2014-10-10,0.30174
2014-10-11,0.29605
2014-10-12,0.30862
2014-10-13,0.31688
2014-10-14,0.30957
2014-10-15,0.30243
2014-10-16,0.2943
2014-10-17,0.28973
2014-10-18,0.28647
2014-10-19,0.2824
2014-10-20,0.27811
2014-10-21,0.28105
2014-10-22,0.29219
2014-10-23,0.28522
2014-10-24,0.28051
2014-10-25,0.27549
2014-10-26,0.27682
2014-10-27,0.29118
2014-10-28,0.28824
2014-10-29,0.28443
2014-10-30,0.28306
2014-10-31,0.28256
2014-11-01,0.28057
2014-11-02,0.29242
2014-11-03,0.29096
2014-11-04,0.28766
2014-11-05,0.28503
2014-11-06,0.2854
2014-11-07,0.28445
2014-11-08,0.27991
2014-11-09,0.27707
2014-11-10,0.28649
2014-11-11,0.29052
2014-11-12,0.28759
2014-11-13,0.28545
2014-11-14,0.28505
2014-11-15,0.28943
2014-11-16,0.2889
2014-11-17,0.28769
2014-11-18,0.28714
2014-11-19,0.2859
2014-11-20,0.28505
2014-11-21,0.28407
2014-11-22,0.28534
2014-11-23,0.29327
2014-11-24,0.29111
2014-11-25,0.29047
2014-11-26,0.29155
2014-11-27,0.304
2014-11-28,0.30392
2014-11-29,0.30636
2014-11-30,0.31059
2014-12-01,0.30663
2014-12-02,0.30462
2014-12-03,0.30496
2014-12-04,0.30928
2014-12-05,0.32723
2014-12-06,0.333
2014-12-07,0.33474
2014-12-08,0.33457
2014-12-09,0.33048
2014-12-10,0.33078
2014-12-11,0.33109
2014-12-12,0.33721
2014-12-13,0.34504
2014-12-14,0.33983
2014-12-15,0.33696
2014-12-16,0.33506
2014-12-17,0.33398
2014-12-18,0.33243
2014-12-19,0.33075
2014-12-20,0.32881
2014-12-21,0.33127
2014-12-22,0.33483
2014-12-23,0.33541
2014-12-24,0.33222
2014-12-25,0.3299
2014-12-26,0.32913
2014-12-27,0.33099
2014-12-28,0.32916
2014-12-29,0.32718
2014-12-30,0.32591
2014-12-31,0.32461
2015-01-01,0.31046
2015-01-02,0.31077
2015-01-03,0.31033
2015-01-04,0.30955
2015-01-05,0.30853
2015-01-06,0.30766
2015-01-07,0.30807
2015-01-08,0.30856
2015-01-09,0.30938
2015-01-10,0.31097
2015-01-11,0.31056
2015-01-12,0.31255
2015-01-13,0.31602
2015-01-14,0.31212
2015-01-15,0.3106
2015-01-16,0.30994
2015-01-17,0.3099
2015-01-18,0.30912
2015-01-19,0.30749
2015-01-20,0.30582
2015-01-21,0.30421
2015-01-22,0.30294
2015-01-23,0.30228
2015-01-24,0.30178
2015-01-25,0.30146
2015-01-26,0.30221
2015-01-27,0.30223
2015-01-28,0.30534
2015-01-29,0.31308
2015-01-30,0.31311
2015-01-31,0.31274
2015-02-01,0.31233
2015-02-02,0.311
2015-02-03,0.31638
2015-02-04,0.36247
2015-02-05,0.36558
2015-02-06,0.36599
2015-02-07,0.37185
2015-02-08,0.3818
2015-02-09,0.38573
2015-02-10,0.39124
2015-02-11,0.37822
2015-02-12,0.36954
2015-02-13,0.36378
2015-02-14,0.35996
2015-02-15,0.35917
2015-02-16,0.35491
2015-02-17,0.3491
2015-02-18,0.34442
2015-02-19,0.34072
2015-02-20,0.33857
2015-02-21,0.33778
2015-02-22,0.33524
2015-02-23,0.33224
2015-02-24,0.32987
2015-02-25,0.32666
2015-02-26,0.32538
2015-02-27,0.32491
2015-02-28,0.32403
2015-03-01,0.32376
2015-03-02,0.32343
2015-03-03,0.32345
2015-03-04,0.32159
2015-03-05,0.32027
2015-03-06,0.31995
2015-03-07,0.3222
2015-03-08,0.32354
2015-03-09,0.3218
2015-03-10,0.31903
2015-03-11,0.31703
2015-03-12,0.34134
2015-03-13,0.36059
2015-03-14,0.36467
2015-03-15,0.3734
2015-03-16,0.38413
2015-03-17,0.38748
2015-03-18,0.384
2015-03-19,0.37639
2015-03-20,0.37303
2015-03-21,0.37508
2015-03-22,0.37779
2015-03-23,0.37795
2015-03-24,0.38994
2015-03-25,0.37989
2015-03-26,0.36755
2015-03-27,0.37557
2015-03-28,0.38475
2015-03-29,0.3822
2015-03-30,0.38052
2015-03-31,0.3798
2015-04-01,0.37414
2015-04-02,0.36069
2015-04-03,0.35681
2015-04-04,0.35246
2015-04-05,0.35866
2015-04-06,0.36417
2015-04-07,0.36589
2015-04-08,0.36692
2015-04-09,0.37223
2015-04-10,0.37837
2015-04-11,0.3775
2015-04-12,0.37353
2015-04-13,0.36526
2015-04-14,0.36479
2015-04-15,0.36503
2015-04-16,0.35808
2015-04-17,0.36987
2015-04-18,0.37729
2015-04-19,0.3711
2015-04-20,0.36272
2015-04-21,0.35198
2015-04-22,0.3408
2015-04-23,0.3327
2015-04-24,0.33026
2015-04-25,0.34818
2015-04-26,0.35656
2015-04-27,0.35786
2015-04-28,0.35582
2015-04-29,0.34519
2015-04-30,0.33406
2015-05-01,0.32483
2015-05-02,0.31307
2015-05-03,0.30695
2015-05-04,0.30894
2015-05-05,0.31697
2015-05-06,0.32525
2015-05-07,0.35567
2015-05-08,0.37805
2015-05-09,0.39002
2015-05-10,0.39993
2015-05-11,0.3807
2015-05-12,0.36809
2015-05-13,0.35402
2015-05-14,0.34585
2015-05-15,0.36406
2015-05-16,0.38453
2015-05-17,0.40952
2015-05-18,0.40136
2015-05-19,0.4151
2015-05-20,0.40499
2015-05-21,0.39698
2015-05-22,0.39791
2015-05-23,0.39824
2015-05-24,0.38762
2015-05-25,0.39426
2015-05-26,0.38596
2015-05-27,0.38547
2015-05-28,0.37998
2015-05-29,0.36843
2015-05-30,0.35083
2015-05-31,0.3364
2015-06-01,0.32168
2015-06-02,0.30891
2015-06-03,0.30248
2015-06-04,0.30573
2015-06-05,0.30043
2015-06-06,0.31196
2015-06-07,0.32739
2015-06-08,0.3271
2015-06-09,0.30876
2015-06-10,0.29917
2015-06-11,0.30361
2015-06-12,0.31864
2015-06-13,0.29804
2015-06-14,0.28673
2015-06-15,0.27899
2015-06-16,0.27884
2015-06-17,0.27231
2015-06-18,0.26426
2015-06-19,0.2567
2015-06-20,0.2483
2015-06-21,0.24246
2015-06-22,0.23525
2015-06-23,0.23114
2015-06-24,0.22661
2015-06-25,0.2198
2015-06-26,0.21584
2015-06-27,0.21297
2015-06-28,0.21238
2015-06-29,0.21456
2015-06-30,0.21516
2015-07-01,0.22258
2015-07-02,0.21626
2015-07-03,0.21159
2015-07-04,0.20782
2015-07-05,0.22788
2015-07-06,0.26782
2015-07-07,0.25414
2015-07-08,0.28022
2015-07-09,0.30389
2015-07-10,0.29176
2015-07-11,0.27887
2015-07-12,0.26367
2015-07-13,0.24881
2015-07-14,0.24302
2015-07-15,0.24172
2015-07-16,0.2372
2015-07-17,0.22677
2015-07-18,0.22907
2015-07-19,0.22977
2015-07-20,0.22174
2015-07-21,0.21945
2015-07-22,0.21426
2015-07-23,0.2162
2015-07-24,0.21214
2015-07-25,0.20886
2015-07-26,0.20206
2015-07-27,0.19516
2015-07-28,0.20266
2015-07-29,0.19812
2015-07-30,0.19419
2015-07-31,0.18671
2015-08-01,0.18147
2015-08-02,0.17915
2015-08-03,0.19084
2015-08-04,0.2847
2015-08-05,0.26075
2015-08-06,0.24954
2015-08-07,0.23686
2015-08-08,0.24966
2015-08-09,0.25332
2015-08-10,0.23671
2015-08-11,0.22377
2015-08-12,0.22474
2015-08-13,0.22498
2015-08-14,0.21641
2015-08-15,0.2102
2015-08-16,0.20473
2015-08-17,0.19889
2015-08-18,0.19529
2015-08-19,0.19164
2015-08-20,0.18735
2015-08-21,0.18544
2015-08-22,0.18285
2015-08-23,0.18278
2015-08-24,0.18304
2015-08-25,0.17698
2015-08-26,0.17481
2015-08-27,0.20636
2015-08-28,0.2089
2015-08-29,0.20192
2015-08-30,0.19769
2015-08-31,0.19175
2015-09-01,0.18516
2015-09-02,0.17543
2015-09-03,0.17161
2015-09-04,0.16834
2015-09-05,0.16818
2015-09-06,0.16621
2015-09-07,0.16639
2015-09-08,0.1639
2015-09-09,0.16175
2015-09-10,0.15698
2015-09-11,0.15539
2015-09-12,0.15307
2015-09-13,0.15221
2015-09-14,0.15361
2015-09-15,0.20313
2015-09-16,0.30249
2015-09-17,0.32279
2015-09-18,0.31025
2015-09-19,0.29201
2015-09-20,0.27693
2015-09-21,0.26109
2015-09-22,0.24758
2015-09-23,0.23919
2015-09-24,0.23225
2015-09-25,0.22647
2015-09-26,0.21746
2015-09-27,0.21204
2015-09-28,0.21179
2015-09-29,0.21047
2015-09-30,0.2035
2015-10-01,0.1991
2015-10-02,0.21487
2015-10-03,0.27001
2015-10-04,0.29474
2015-10-05,0.28009
2015-10-06,0.27229
2015-10-07,0.27222
2015-10-08,0.25929
2015-10-09,0.2503
2015-10-10,0.24194
2015-10-11,0.23238
2015-10-12,0.22337
2015-10-13,0.21578
2015-10-14,0.21119
2015-10-15,0.20748
2015-10-16,0.2046
2015-10-17,0.19945
2015-10-18,0.23468
2015-10-19,0.2541
2015-10-20,0.26945
2015-10-21,0.2604
2015-10-22,0.25466
2015-10-23,0.2501
2015-10-24,0.24217
2015-10-25,0.23703
2015-10-26,0.23237
2015-10-27,0.23454
2015-10-28,0.23686
2015-10-29,0.2378
2015-10-30,0.25237
2015-10-31,0.25219
2015-11-01,0.2496
2015-11-02,0.27051
2015-11-03,0.27584
2015-11-04,0.28673
2015-11-05,0.27824
2015-11-06,0.27267
2015-11-07,0.26824
2015-11-08,0.26595
2015-11-09,0.26334
2015-11-10,0.26899
2015-11-11,0.26648
2015-11-12,0.26249
2015-11-13,0.25992
2015-11-14,0.25952
2015-11-15,0.26361
2015-11-16,0.26363
2015-11-17,0.26068
2015-11-18,0.25804
2015-11-19,0.2558
2015-11-20,0.26489
2015-11-21,0.26325
2015-11-22,0.26045
2015-11-23,0.26059
2015-11-24,0.25988
2015-11-25,0.26048
2015-11-26,0.26158
2015-11-27,0.25963
2015-11-28,0.25843
2015-11-29,0.2586
2015-11-30,0.25815
2015-12-01,0.25842
2015-12-02,0.25916
2015-12-03,0.25949
2015-12-04,0.26039
2015-12-05,0.2605
2015-12-06,0.25776
2015-12-07,0.25795
2015-12-08,0.26031
2015-12-09,0.27418
2015-12-10,0.29326
2015-12-11,0.29958
2015-12-12,0.29228
2015-12-13,0.2866
2015-12-14,0.28248
2015-12-15,0.2801
2015-12-16,0.27827
2015-12-17,0.27781
2015-12-18,0.27669
2015-12-19,0.27529
2015-12-20,0.27326
2015-12-21,0.27245
2015-12-22,0.27209
2015-12-23,0.2715
2015-12-24,0.27024
2015-12-25,0.26907
2015-12-26,0.26902
2015-12-27,0.27036
2015-12-28,0.27031
2015-12-29,0.27042
2015-12-30,0.27125
2015-12-31,0.27511
2016-01-01,0.27555
2016-01-02,0.27547
2016-01-03,0.27539
2016-01-04,0.27481
2016-01-05,0.27416
2016-01-06,0.27184
2016-01-07,0.27096
2016-01-08,0.27038
2016-01-09,0.2761
2016-01-10,0.27589
2016-01-11,0.27562
2016-01-12,0.27344
2016-01-13,0.27369
2016-01-14,0.27381
2016-01-15,0.27383
2016-01-16,0.27503
2016-01-17,0.2775
2016-01-18,0.27789
2016-01-19,0.27533
2016-01-20,0.27376
2016-01-21,0.27302
2016-01-22,0.27204
2016-01-23,0.2711
2016-01-24,0.27065
2016-01-25,0.26872
2016-01-26,0.26786
2016-01-27,0.26754
2016-01-28,0.26748
2016-01-29,0.26733
2016-01-30,0.26759
2016-01-31,0.26932
2016-02-01,0.26945
2016-02-02,0.26871
2016-02-03,0.26837
2016-02-04,0.26756
2016-02-05,0.26698
2016-02-06,0.26534
2016-02-07,0.2646
2016-02-08,0.26423
2016-02-09,0.26399
2016-02-10,0.26467
2016-02-11,0.2659
2016-02-12,0.26696
2016-02-13,0.26835
2016-02-14,0.26873
2016-02-15,0.26941
2016-02-16,0.27549
2016-02-17,0.29111
2016-02-18,0.31926
2016-02-19,0.33154
2016-02-20,0.31893
2016-02-21,0.31381
2016-02-22,0.31029
2016-02-23,0.30959
2016-02-24,0.30443
2016-02-25,0.30246
2016-02-26,0.30325
2016-02-27,0.30303
2016-02-28,0.30314
2016-02-29,0.30405
2016-03-01,0.30261
2016-03-02,0.3022
2016-03-03,0.30126
2016-03-04,0.30533
2016-03-05,0.33401
2016-03-06,0.35481
2016-03-07,0.37123
2016-03-08,0.35498
2016-03-09,0.34809
2016-03-10,0.34522
2016-03-11,0.34877
2016-03-12,0.37453
2016-03-13,0.38384
2016-03-14,0.38403
2016-03-15,0.37254
2016-03-16,0.36558
2016-03-17,0.36193
2016-03-18,0.3586
2016-03-19,0.35335
2016-03-20,0.34763
2016-03-21,0.34544
2016-03-22,0.36365
2016-03-23,0.35417
2016-03-24,0.34703
2016-03-25,0.34216
2016-03-26,0.33766
2016-03-27,0.33444
2016-03-28,0.33391
2016-03-29,0.33745
2016-03-30,0.33623
2016-03-31,0.33736
2016-04-01,0.33929
2016-04-02,0.34115
2016-04-03,0.35678
2016-04-04,0.38741
2016-04-05,0.39699
2016-04-06,0.38134
2016-04-07,0.38989
2016-04-08,0.39719
2016-04-09,0.40458
2016-04-10,0.40433
2016-04-11,0.40622
2016-04-12,0.40124
2016-04-13,0.40163
2016-04-14,0.41259
2016-04-15,0.40752
2016-04-16,0.39109
2016-04-17,0.38033
2016-04-18,0.37545
2016-04-19,0.38335
2016-04-20,0.39701
2016-04-21,0.39663
2016-04-22,0.39381
2016-04-23,0.39594
2016-04-24,0.40946
2016-04-25,0.40109
2016-04-26,0.4076
2016-04-27,0.40472
2016-04-28,0.39965
2016-04-29,0.39034
2016-04-30,0.39309
2016-05-01,0.39099
2016-05-02,0.38675
2016-05-03,0.38646
2016-05-04,0.38092
2016-05-05,0.37337
2016-05-06,0.37057
2016-05-07,0.40497
2016-05-08,0.40523
2016-05-09,0.40002
2016-05-10,0.38245
2016-05-11,0.37321
2016-05-12,0.36033
2016-05-13,0.34449
2016-05-14,0.33009
2016-05-15,0.32572
2016-05-16,0.34427
2016-05-17,0.35609
2016-05-18,0.3412
2016-05-19,0.32862
2016-05-20,0.35712
2016-05-21,0.36649
2016-05-22,0.36946
2016-05-23,0.35606
2016-05-24,0.3478
2016-05-25,0.35584
2016-05-26,0.35187
2016-05-27,0.34239
2016-05-28,0.34008
2016-05-29,0.32554
2016-05-30,0.3181
2016-05-31,0.30667
2016-06-01,0.29431
2016-06-02,0.28241
2016-06-03,0.27387
2016-06-04,0.26682
2016-06-05,0.25845
2016-06-06,0.25164
2016-06-07,0.25121
2016-06-08,0.25227
2016-06-09,0.24678
2016-06-10,0.24267
2016-06-11,0.24184
2016-06-12,0.25958
2016-06-13,0.27013
2016-06-14,0.29196
2016-06-15,0.27393
2016-06-16,0.25197
2016-06-17,0.24137
2016-06-18,0.22938
2016-06-19,0.22306
2016-06-20,0.21878
2016-06-21,0.21326
2016-06-22,0.20819
2016-06-23,0.20264
2016-06-24,0.19733
2016-06-25,0.1926
2016-06-26,0.1915
2016-06-27,0.18631
2016-06-28,0.18355
2016-06-29,0.18844
2016-06-30,0.19332
2016-07-01,0.19899
2016-07-02,0.19788
2016-07-03,0.19357
2016-07-04,0.18986
2016-07-05,0.18638
2016-07-06,0.18445
2016-07-07,0.18343
2016-07-08,0.17984
2016-07-09,0.17404
2016-07-10,0.17512
2016-07-11,0.17858
2016-07-12,0.17926
2016-07-13,0.17501
2016-07-14,0.1715
2016-07-15,0.16515
2016-07-16,0.16406
2016-07-17,0.1613
2016-07-18,0.15823
2016-07-19,0.16103
2016-07-20,0.15625
2016-07-21,0.15281
2016-07-22,0.14837
2016-07-23,0.15136
2016-07-24,0.15288
2016-07-25,0.15376
2016-07-26,0.1542
2016-07-27,0.15731
2016-07-28,0.15261
2016-07-29,0.15427
2016-07-30,0.15507
2016-07-31,0.15923
2016-08-01,0.16348
2016-08-02,0.16102
2016-08-03,0.15825
2016-08-04,0.15772
2016-08-05,0.152
2016-08-06,0.15232
2016-08-07,0.15431
2016-08-08,0.18417
2016-08-09,0.17422
2016-08-10,0.16526
2016-08-11,0.16015
2016-08-12,0.15636
2016-08-13,0.1544
2016-08-14,0.15167
2016-08-15,0.1487
2016-08-16,0.14855
2016-08-17,0.14532
2016-08-18,0.14564
2016-08-19,0.15452
2016-08-20,0.15245
2016-08-21,0.1507
2016-08-22,0.14603
2016-08-23,0.14419
2016-08-24,0.1423
2016-08-25,0.14429
2016-08-26,0.15219
2016-08-27,0.15127
2016-08-28,0.14493
2016-08-29,0.14291
2016-08-30,0.14048
2016-08-31,0.13388
2016-09-01,0.13312
2016-09-02,0.13825
2016-09-03,0.14045
2016-09-04,0.1417
2016-09-05,0.14897
2016-09-06,0.14523
2016-09-07,0.13843
2016-09-08,0.13491
2016-09-09,0.13226
2016-09-10,0.13284
2016-09-11,0.13263
2016-09-12,0.13513
2016-09-13,0.18448
2016-09-14,0.22226
2016-09-15,0.23489
2016-09-16,0.22524
2016-09-17,0.21466
2016-09-18,0.20334
2016-09-19,0.19349
2016-09-20,0.18712
2016-09-21,0.18027
2016-09-22,0.2497
2016-09-23,0.33924
2016-09-24,0.37032
2016-09-25,0.35348
2016-09-26,0.3377
2016-09-27,0.32378
2016-09-28,0.30759
2016-09-29,0.29697
2016-09-30,0.30617
2016-10-01,0.29565
2016-10-02,0.29282
2016-10-03,0.30933
2016-10-04,0.32151
2016-10-05,0.31202
2016-10-06,0.31589
2016-10-07,0.3161
2016-10-08,0.30467
2016-10-09,0.29147
2016-10-10,0.27637
2016-10-11,0.26605
2016-10-12,0.26158
2016-10-13,0.25278
2016-10-14,0.24709
2016-10-15,0.295
2016-10-16,0.3377
2016-10-17,0.38814
2016-10-18,0.37701
2016-10-19,0.36911
2016-10-20,0.36001
2016-10-21,0.35835
2016-10-22,0.35642
2016-10-23,0.35128
2016-10-24,0.35051
2016-10-25,0.36454
2016-10-26,0.35482
2016-10-27,0.34159
2016-10-28,0.33581
2016-10-29,0.36974
2016-10-30,0.3576
2016-10-31,0.3809
2016-11-01,0.37072
2016-11-02,0.36383
2016-11-03,0.3537
2016-11-04,0.34635
2016-11-05,0.33799
2016-11-06,0.33113
2016-11-07,0.32408
2016-11-08,0.31812
2016-11-09,0.31272
2016-11-10,0.30833
2016-11-11,0.30262
2016-11-12,0.29964
2016-11-13,0.29415
2016-11-14,0.28939
2016-11-15,0.28533
2016-11-16,0.2824
2016-11-17,0.28393
2016-11-18,0.28517
2016-11-19,0.2864
2016-11-20,0.28763
2016-11-21,0.30855
2016-11-22,0.33221
2016-11-23,0.32104
2016-11-24,0.31529
2016-11-25,0.31085
2016-11-26,0.30846
2016-11-27,0.30741
2016-11-28,0.30772
2016-11-29,0.30674
2016-11-30,0.30621
2016-12-01,0.30488
2016-12-02,0.30563
2016-12-03,0.30244
2016-12-04,0.30175
2016-12-05,0.30063
2016-12-06,0.30009
2016-12-07,0.29828
2016-12-08,0.29894
2016-12-09,0.29889
2016-12-10,0.3007
2016-12-11,0.30669
2016-12-12,0.30492
2016-12-13,0.30547
2016-12-14,0.30427
2016-12-15,0.30447
2016-12-16,0.34535
2016-12-17,0.35534
2016-12-18,0.34467
2016-12-19,0.33963
2016-12-20,0.33623
2016-12-21,0.33393
